fecha,hora_deteccion,id_turno,id_tipo_trafico,numero,id_status,id_rumbo,latitud,longitud,referencia_deteccion,estado_deteccion,id_pais_deteccion,fecha_pcr,hora_pcr,latitud_pcr,longitud_pcr,referencia_pcr,estado_pcr,id_pais_pcr,id_resultado,observaciones,id_responsable_turno,elemento_capturo
25/08/2023,15:37:39,3,1,3,2,2,27.355649,-92.143696,16 km al norte de Port Joshua,Monterrey,3,25/08/2023,06:19:01,27.39779,-92.078522,24 km al oeste de Sullivanshire,Monterrey,3,1,Aseguramiento de aeronave,1,2
30/12/2023,21:58:45,2,1,4,1,2,20.508616,-103.327743,77 km al sur de Lake Sheilaside,Monterrey,1,30/12/2023,03:09:15,20.607813,-103.354308,22 km al sur de Doylefurt,Monterrey,1,1,Aseguramiento de aeronave,1,3
17/10/2023,09:36:23,3,3,1,2,1,25.722146,-87.032693,44 km al oeste de North Bradfurt,CDMX,6,17/10/2023,12:16:16,25.71443,-87.014086,42 km al oeste de East Stephen,CDMX,6,1,Identificación de aeronave sin contacto,1,4
04/02/2024,04:42:33,3,1,4,2,1,30.191963,-113.602537,39 km al oeste de West Stephanie,Culiacán,9,04/02/2024,15:58:06,30.27008,-113.66045,26 km al norte de North Andrew,Culiacán,9,1,No se tuvo contacto con la aeronave,1,1
24/10/2023,15:30:11,1,4,1,1,2,20.306211,-102.257835,85 km al sur de Christinafurt,Zacatecas,6,24/10/2023,00:23:49,20.286785,-102.273333,36 km al sur de West Patricia,Zacatecas,6,2,No se tuvo contacto con la aeronave,2,3
25/03/2024,09:58:56,1,3,4,1,2,28.839517,-91.299142,95 km al norte de Cummingsfort,Aguascalientes,2,25/03/2024,08:25:32,28.752977,-91.201182,98 km al norte de Hendrickshaven,Aguascalientes,2,1,Identificación de aeronave sin contacto,1,3
30/11/2023,22:20:23,3,1,3,1,2,20.844973,-90.471149,43 km al oeste de Kellyland,Veracruz,2,30/11/2023,21:09:00,20.863346,-90.535915,13 km al este de South Keith,Veracruz,2,2,Aseguramiento de aeronave,1,3
20/01/2024,22:41:07,2,3,1,1,2,28.918691,-104.682362,56 km al sur de Natashahaven,Veracruz,1,20/01/2024,20:26:02,28.937138,-104.760653,85 km al este de New Suzanneport,Veracruz,1,1,Aseguramiento de aeronave,2,2
25/08/2023,02:17:27,3,4,1,1,1,20.649454,-113.530281,73 km al oeste de Johnsonberg,Punta Espada,1,25/08/2023,19:34:02,20.586776,-113.500891,34 km al este de Lake Brittany,Punta Espada,1,1,No se tuvo contacto con la aeronave,1,1
10/06/2024,12:30:51,1,1,1,2,1,17.387773,-93.372478,21 km al norte de Lake Becky,Guadalajara,6,10/06/2024,11:56:25,17.342271,-93.441935,87 km al sur de Jensenside,Guadalajara,6,1,No se tuvo contacto con la aeronave,1,3
31/05/2024,14:43:55,1,3,1,1,2,22.584042,-93.81557,26 km al sur de South Noah,Querétaro,10,31/05/2024,16:10:38,22.613624,-93.79603,12 km al sur de Natalieton,Querétaro,10,1,Identificación de aeronave sin contacto,1,2
22/12/2023,09:42:29,3,2,2,1,1,18.657533,-108.847534,85 km al este de Mariamouth,Veracruz,7,22/12/2023,20:40:44,18.724806,-108.783661,51 km al oeste de Lake Jeffreyside,Veracruz,7,2,Aseguramiento de aeronave,1,3
26/02/2024,13:14:20,1,4,3,2,2,18.564663,-94.061313,16 km al norte de Tammyport,Belmopan,2,26/02/2024,16:16:44,18.543818,-94.140868,54 km al este de Port Stephanieton,Belmopan,2,1,Identificación de aeronave sin contacto,2,1
04/08/2023,14:20:43,1,2,4,2,1,22.315305,-101.816579,64 km al oeste de Hatfieldchester,Baja California,2,04/08/2023,16:31:56,22.34715,-101.835808,13 km al oeste de South Robert,Baja California,2,1,Identificación de aeronave sin contacto,1,4
29/07/2023,13:04:35,1,2,2,2,2,23.310104,-104.396176,87 km al norte de Jenkinsfurt,CDMX,1,29/07/2023,12:06:30,23.320503,-104.378263,29 km al norte de Powellfurt,CDMX,1,2,Aseguramiento de aeronave y detención de dos personas,2,4
15/03/2024,11:39:28,2,4,2,2,2,29.24287,-89.980453,45 km al sur de Michaelberg,Culiacán,3,15/03/2024,07:27:17,29.306682,-90.028989,62 km al este de Smithshire,Culiacán,3,2,Aseguramiento de aeronave y carga,1,4
23/04/2024,07:26:49,1,4,4,2,2,18.569585,-114.466027,81 km al norte de West Lisaberg,Aguascalientes,5,23/04/2024,17:10:15,18.578924,-114.47881,74 km al norte de West Nicholasberg,Aguascalientes,5,2,Identificación de aeronave sin contacto,1,1
03/12/2023,02:26:34,1,4,1,1,2,26.563202,-111.075254,67 km al norte de South Jasmine,Querétaro,6,03/12/2023,07:45:24,26.603612,-111.10382,59 km al norte de Randallstad,Querétaro,6,2,Aseguramiento de aeronave y detención de dos personas,2,2
04/02/2024,08:54:27,1,1,3,2,2,27.565568,-112.875505,39 km al norte de New Jefferychester,Baja California,10,04/02/2024,08:45:55,27.476639,-112.963844,67 km al sur de Lake Saramouth,Baja California,10,2,Aseguramiento de aeronave y detención de dos personas,2,1
03/02/2024,15:34:35,3,1,3,1,1,19.736054,-112.990098,78 km al sur de East Leonardside,Zacatecas,10,03/02/2024,11:59:21,19.713449,-113.064677,23 km al norte de Durhamport,Zacatecas,10,2,Aseguramiento de aeronave,2,3
08/03/2024,17:11:42,1,2,2,1,2,18.736239,-106.643293,14 km al sur de Lake Ashleyside,CDMX,6,08/03/2024,14:24:41,18.791073,-106.633008,64 km al norte de New Austin,CDMX,6,2,No se tuvo contacto con la aeronave,2,4
08/02/2024,09:20:24,3,2,1,2,1,21.827999,-110.790412,95 km al sur de Sanderschester,Querétaro,8,08/02/2024,23:11:02,21.794575,-110.881189,86 km al sur de West Johnhaven,Querétaro,8,1,Identificación de aeronave sin contacto,1,3
31/12/2023,10:13:51,3,1,4,2,1,25.756596,-116.545955,93 km al oeste de Rossborough,Sinaloa,10,31/12/2023,19:26:28,25.677624,-116.502873,36 km al norte de East Victoria,Sinaloa,10,2,Identificación de aeronave sin contacto,2,4
05/09/2023,10:34:38,2,1,3,2,1,30.915006,-116.48048,99 km al norte de Karenburgh,Durango,2,05/09/2023,00:42:37,30.844861,-116.397062,18 km al oeste de Garciaberg,Durango,2,2,Aseguramiento de aeronave y carga,2,1
27/04/2024,15:05:30,1,4,4,1,1,17.044156,-104.461659,76 km al este de North Linda,Cambutal,7,27/04/2024,06:04:30,16.999037,-104.516082,71 km al este de West Davidfurt,Cambutal,7,2,Aseguramiento de aeronave y detención de dos personas,2,2
09/09/2023,22:45:47,2,4,3,2,2,30.855105,-99.189557,71 km al oeste de South Tyrone,San Jose,10,09/09/2023,00:16:06,30.862995,-99.146485,36 km al este de North Tracyfort,San Jose,10,2,Aseguramiento de aeronave y detención de dos personas,1,1
20/02/2024,13:32:50,1,4,2,2,1,18.149025,-93.150094,91 km al este de New Danielshire,CDMX,1,20/02/2024,07:04:16,18.121179,-93.186332,88 km al oeste de Port Angelamouth,CDMX,1,2,Aseguramiento de aeronave y detención de dos personas,1,2
13/08/2023,06:07:50,1,2,4,2,2,19.103382,-104.035478,99 km al este de North Justin,Culiacán,5,13/08/2023,18:06:14,19.177026,-104.038878,82 km al sur de Clarkton,Culiacán,5,1,Aseguramiento de aeronave y carga,1,2
03/07/2023,11:08:29,1,4,3,1,2,18.518529,-111.088295,21 km al sur de New Nicole,Guadalajara,6,03/07/2023,05:55:10,18.440766,-111.018864,99 km al este de Christinaport,Guadalajara,6,1,No se tuvo contacto con la aeronave,2,1
03/12/2023,07:27:06,3,1,4,2,2,25.204697,-102.910219,42 km al norte de Carolside,Veracruz,5,03/12/2023,13:13:45,25.165425,-102.845283,69 km al norte de Grimesview,Veracruz,5,1,No se tuvo contacto con la aeronave,1,3
13/01/2024,06:16:22,3,1,4,1,1,25.386297,-103.872184,99 km al oeste de Martinchester,Veracruz,9,13/01/2024,10:30:32,25.320874,-103.799311,13 km al este de Barnesberg,Veracruz,9,1,Aseguramiento de aeronave y detención de dos personas,1,3
05/10/2023,03:09:30,2,4,2,1,2,20.093242,-98.289315,22 km al este de Bennettmouth,Punta Espada,9,05/10/2023,14:48:15,20.007041,-98.227436,44 km al sur de Stricklandfort,Punta Espada,9,2,No se tuvo contacto con la aeronave,2,3
16/04/2024,10:05:07,2,1,3,1,2,17.391351,-88.703257,16 km al oeste de West Benjamin,Monterrey,8,16/04/2024,16:51:27,17.389033,-88.701174,52 km al oeste de Lake Debra,Monterrey,8,1,No se tuvo contacto con la aeronave,1,1
13/03/2024,09:21:24,2,4,2,2,1,25.432089,-105.818759,13 km al este de Gibsonmouth,Monterrey,6,13/03/2024,20:29:11,25.453273,-105.742704,50 km al norte de Wilsonburgh,Monterrey,6,1,Aseguramiento de aeronave y carga,2,1
29/11/2023,09:12:50,1,3,2,1,2,21.857595,-95.182064,63 km al norte de New Jackie,Hermosillo,2,29/11/2023,23:23:32,21.850594,-95.208136,81 km al oeste de Gardnerbury,Hermosillo,2,2,Aseguramiento de aeronave y detención de dos personas,2,3
03/12/2023,04:12:29,2,2,2,1,2,25.553014,-116.276339,53 km al sur de Michaelhaven,Punta Espada,3,03/12/2023,11:16:51,25.588546,-116.229558,30 km al este de Whitneystad,Punta Espada,3,1,Aseguramiento de aeronave y carga,1,3
19/02/2024,13:08:51,2,2,4,2,1,24.349856,-112.82019,32 km al este de Dylanfurt,Zacatecas,6,19/02/2024,10:24:51,24.365707,-112.774258,68 km al este de Simpsonton,Zacatecas,6,2,No se tuvo contacto con la aeronave,1,2
11/02/2024,11:11:17,2,4,3,1,2,18.043224,-107.358333,49 km al norte de West Megan,Veracruz,7,11/02/2024,11:09:52,17.948171,-107.409782,91 km al este de New Nathan,Veracruz,7,1,Aseguramiento de aeronave,2,2
11/08/2023,23:31:03,2,1,2,2,1,25.175695,-113.961577,31 km al norte de Christinefort,Cambutal,10,11/08/2023,22:33:12,25.079547,-113.928078,84 km al oeste de West Valerie,Cambutal,10,1,Aseguramiento de aeronave y carga,2,2
03/06/2024,15:34:02,1,3,3,2,2,30.815964,-101.720492,68 km al oeste de Colefort,Culiacán,10,03/06/2024,09:57:10,30.891572,-101.621956,26 km al oeste de Williamfort,Culiacán,10,1,Identificación de aeronave sin contacto,2,2
01/05/2024,09:00:53,1,2,4,1,2,30.982444,-109.932576,10 km al sur de East Debra,Cambutal,4,01/05/2024,08:36:25,30.977699,-109.997619,77 km al este de West Richard,Cambutal,4,1,Aseguramiento de aeronave y detención de dos personas,1,4
24/01/2024,04:02:17,2,3,4,2,1,20.792515,-105.75712,54 km al sur de Stevensonview,Zacatecas,4,24/01/2024,02:31:13,20.695146,-105.717667,92 km al sur de Jacksonfurt,Zacatecas,4,2,No se tuvo contacto con la aeronave,2,4
29/04/2024,11:53:39,3,3,1,1,2,23.185138,-91.175587,50 km al oeste de Port Courtney,Zacatecas,10,29/04/2024,03:08:42,23.192782,-91.18067,63 km al norte de Jacquelinemouth,Zacatecas,10,2,Aseguramiento de aeronave y detención de dos personas,2,3
04/12/2023,02:50:57,2,1,4,1,1,27.942653,-87.712893,95 km al oeste de Lake Cliffordburgh,Aguascalientes,9,04/12/2023,15:16:50,27.977652,-87.64757,74 km al sur de Andreamouth,Aguascalientes,9,2,Aseguramiento de aeronave y detención de dos personas,2,1
27/09/2023,16:07:43,2,1,4,1,1,17.344299,-97.783946,89 km al sur de Port Michael,Tepic,10,27/09/2023,08:35:08,17.28107,-97.710465,24 km al este de Lake Jacqueline,Tepic,10,2,Aseguramiento de aeronave y detención de dos personas,1,2
31/10/2023,06:11:41,2,3,1,1,1,22.191508,-99.198392,22 km al sur de Lake Sharonhaven,Villahermosa,9,31/10/2023,02:53:04,22.121765,-99.131393,81 km al este de Davidside,Villahermosa,9,2,No se tuvo contacto con la aeronave,1,1
29/02/2024,04:33:27,3,4,3,2,1,22.011083,-103.011055,48 km al este de West Erica,Aguascalientes,2,29/02/2024,14:51:00,22.003119,-103.018499,47 km al norte de Port Frankburgh,Aguascalientes,2,1,Aseguramiento de aeronave y detención de dos personas,1,1
22/04/2024,02:06:46,1,1,2,1,1,29.852205,-95.887471,78 km al este de Goldenport,Sonora,3,22/04/2024,08:58:15,29.788623,-95.904395,68 km al sur de Joshuachester,Sonora,3,2,Aseguramiento de aeronave y detención de dos personas,1,3
20/11/2023,10:25:36,3,1,3,1,2,24.491838,-88.010538,54 km al este de Rachelmouth,Monterrey,10,20/11/2023,12:55:23,24.489082,-88.050068,72 km al sur de Goldenfurt,Monterrey,10,2,No se tuvo contacto con la aeronave,1,3
16/05/2024,15:56:48,3,4,3,1,2,28.452033,-103.423945,52 km al este de Richardton,Baja California,7,16/05/2024,10:42:40,28.380084,-103.521983,39 km al norte de East Barbarafurt,Baja California,7,1,Identificación de aeronave sin contacto,1,3
14/08/2023,18:28:29,1,2,1,1,2,17.07254,-96.25344,57 km al oeste de Kyleside,Zacatecas,6,14/08/2023,21:30:46,17.043654,-96.31705,26 km al este de East Chad,Zacatecas,6,1,Aseguramiento de aeronave,1,3
19/06/2024,01:54:51,2,3,4,2,1,17.982045,-94.668736,16 km al oeste de Port Karenfort,Tepic,5,19/06/2024,03:05:07,18.008183,-94.672915,10 km al este de East Melissaburgh,Tepic,5,1,Aseguramiento de aeronave,1,4
03/10/2023,08:33:16,1,4,1,2,2,26.945804,-89.689606,60 km al norte de Woodmouth,Veracruz,7,03/10/2023,10:22:58,26.953919,-89.714879,73 km al sur de Goodmantown,Veracruz,7,1,No se tuvo contacto con la aeronave,2,4
24/05/2024,23:47:40,3,3,3,2,2,26.737035,-99.275278,78 km al sur de Dianachester,Tepic,3,24/05/2024,01:04:00,26.666971,-99.360403,43 km al este de Barberberg,Tepic,3,2,Identificación de aeronave sin contacto,2,2
20/06/2024,16:52:58,1,2,1,2,2,26.594833,-107.587503,77 km al sur de South Brandonfurt,Baja California,9,20/06/2024,14:30:09,26.594985,-107.52117,18 km al sur de Lake Rachelland,Baja California,9,1,Aseguramiento de aeronave,1,2
04/10/2023,18:51:31,1,4,3,2,2,18.829031,-86.244252,17 km al oeste de Michaelhaven,Sonora,1,04/10/2023,02:01:11,18.76926,-86.313714,44 km al este de Burtonmouth,Sonora,1,1,Aseguramiento de aeronave,2,4
08/12/2023,21:09:31,2,1,3,2,2,25.288861,-108.332125,77 km al norte de North Eduardo,Punta Espada,1,08/12/2023,12:21:41,25.302123,-108.40718,74 km al norte de Hortonville,Punta Espada,1,1,Aseguramiento de aeronave y detención de dos personas,2,4
04/07/2023,11:02:33,2,4,3,2,1,17.517413,-101.883475,48 km al norte de Lake Timothy,Durango,2,04/07/2023,18:11:08,17.582903,-101.970599,54 km al este de Rubenhaven,Durango,2,1,Aseguramiento de aeronave y detención de dos personas,1,2
14/12/2023,05:26:12,3,3,3,2,2,22.768907,-94.462612,34 km al sur de North Mary,Veracruz,2,14/12/2023,11:26:44,22.747556,-94.422682,36 km al sur de Port James,Veracruz,2,2,Aseguramiento de aeronave y detención de dos personas,2,4
09/12/2023,15:38:58,3,3,2,1,1,17.261909,-102.066209,21 km al este de Petersfurt,Sonora,10,09/12/2023,12:56:48,17.285852,-101.984215,42 km al este de Christopherville,Sonora,10,1,Aseguramiento de aeronave,2,3
18/10/2023,07:25:32,2,2,3,2,1,23.215017,-88.705076,66 km al oeste de Brandonhaven,Punta Espada,4,18/10/2023,10:12:38,23.274135,-88.655427,71 km al este de New Matthewbury,Punta Espada,4,1,No se tuvo contacto con la aeronave,1,1
06/03/2024,21:54:47,3,4,2,2,1,27.116362,-103.771996,20 km al norte de Davisside,Monterrico,8,06/03/2024,06:19:14,27.11844,-103.748444,78 km al oeste de North Thomasview,Monterrico,8,2,Aseguramiento de aeronave,1,1
15/07/2023,02:58:37,1,2,2,1,2,22.601466,-110.601518,27 km al sur de Collinston,Villahermosa,1,15/07/2023,08:07:39,22.691875,-110.504353,67 km al este de Port Kaitlinport,Villahermosa,1,1,Aseguramiento de aeronave,2,3
04/09/2023,18:09:15,1,3,1,2,2,29.826639,-97.624622,24 km al norte de Danielview,Sonora,1,04/09/2023,16:01:44,29.831478,-97.703491,22 km al norte de New Kellyton,Sonora,1,2,Aseguramiento de aeronave y carga,2,4
15/02/2024,02:46:52,1,3,3,1,2,25.813307,-111.172716,35 km al oeste de East Barbara,El Salvador,3,15/02/2024,01:31:04,25.891729,-111.245169,19 km al norte de Chanfort,El Salvador,3,1,Aseguramiento de aeronave,1,1
10/02/2024,02:44:04,1,3,4,1,2,27.67925,-91.804075,86 km al oeste de Port Tyroneborough,Durango,10,10/02/2024,13:57:51,27.773151,-91.805356,50 km al oeste de Lake Shawntown,Durango,10,1,Aseguramiento de aeronave y carga,1,3
15/05/2024,21:55:58,3,1,3,2,2,21.902133,-92.626957,44 km al sur de New Scott,Monterrey,6,15/05/2024,17:03:17,21.811966,-92.641943,32 km al oeste de East Devinshire,Monterrey,6,1,No se tuvo contacto con la aeronave,1,2
07/08/2023,01:13:57,1,3,4,1,2,25.174522,-112.100257,28 km al oeste de Williamsburgh,Sinaloa,9,07/08/2023,11:18:26,25.091003,-112.171463,81 km al oeste de Port Charles,Sinaloa,9,1,No se tuvo contacto con la aeronave,1,1
27/03/2024,11:33:57,2,3,1,1,1,18.568993,-111.797214,37 km al este de Lake Joanmouth,Querétaro,5,27/03/2024,15:52:03,18.651823,-111.807783,56 km al este de New Maria,Querétaro,5,2,Identificación de aeronave sin contacto,1,2
29/07/2023,14:48:00,3,3,1,1,1,28.183067,-96.637943,13 km al oeste de South Kellifort,Cambutal,8,29/07/2023,21:40:46,28.085323,-96.577829,41 km al oeste de Mccoymouth,Cambutal,8,2,Identificación de aeronave sin contacto,1,1
29/08/2023,16:48:05,1,3,4,2,1,30.438125,-101.630851,95 km al norte de Lake Christopher,Aguascalientes,2,29/08/2023,04:21:49,30.406469,-101.564912,91 km al oeste de Pattersonland,Aguascalientes,2,1,Aseguramiento de aeronave y carga,1,1
06/08/2023,22:19:53,3,1,4,2,2,21.369799,-106.749608,61 km al sur de Sextonburgh,CDMX,7,06/08/2023,05:07:59,21.421126,-106.770266,89 km al sur de Brownmouth,CDMX,7,2,Aseguramiento de aeronave y detención de dos personas,2,3
11/09/2023,04:47:31,2,1,2,2,2,20.875317,-106.045248,23 km al este de Xavierton,Baja California,9,11/09/2023,13:12:16,20.84301,-106.086066,44 km al oeste de South Lorichester,Baja California,9,2,Aseguramiento de aeronave y carga,1,1
07/10/2023,17:54:37,2,1,3,1,1,25.955136,-102.953171,30 km al este de North Patrick,El Salvador,4,07/10/2023,05:17:22,25.884264,-102.978648,60 km al sur de Shepherdmouth,El Salvador,4,2,Aseguramiento de aeronave y carga,2,1
02/06/2024,12:37:33,1,2,1,1,1,20.203049,-103.126964,62 km al norte de Judithchester,Aguascalientes,4,02/06/2024,17:15:21,20.120165,-103.20358,78 km al este de Jesuschester,Aguascalientes,4,2,No se tuvo contacto con la aeronave,2,1
09/02/2024,14:05:13,3,1,3,1,1,19.816409,-99.045224,41 km al sur de Aarontown,Sonora,2,09/02/2024,02:59:49,19.830584,-99.082476,63 km al este de New Karimouth,Sonora,2,1,Aseguramiento de aeronave y detención de dos personas,2,4
31/01/2024,08:53:44,3,1,1,2,1,26.532594,-103.14818,86 km al este de Ellismouth,Hermosillo,4,31/01/2024,18:00:24,26.437604,-103.195099,96 km al este de South Lindsayport,Hermosillo,4,1,No se tuvo contacto con la aeronave,1,3
04/05/2024,15:09:14,3,1,1,2,1,17.778825,-92.380505,48 km al oeste de Tracyhaven,Veracruz,5,04/05/2024,18:20:26,17.823419,-92.470305,11 km al oeste de South Barbara,Veracruz,5,2,Aseguramiento de aeronave y detención de dos personas,2,3
03/06/2024,00:11:08,2,3,1,1,1,23.080232,-116.606408,41 km al sur de Michaelport,Guadalajara,10,03/06/2024,13:38:39,23.100662,-116.520246,37 km al sur de Collinborough,Guadalajara,10,2,Aseguramiento de aeronave y carga,1,4
21/06/2024,11:30:40,2,2,4,2,1,30.592252,-111.982612,55 km al este de South Thomas,Culiacán,6,21/06/2024,23:05:27,30.664484,-111.88745,54 km al sur de North David,Culiacán,6,1,Identificación de aeronave sin contacto,2,4
20/03/2024,05:02:33,1,3,2,2,1,20.631352,-93.133372,50 km al norte de Rodriguezberg,Sinaloa,7,20/03/2024,14:11:28,20.623523,-93.156442,58 km al oeste de Port Emily,Sinaloa,7,1,Aseguramiento de aeronave y detención de dos personas,1,2
15/05/2024,12:11:47,3,3,2,2,1,20.843761,-95.15595,75 km al sur de Thomasside,Sonora,7,15/05/2024,02:51:31,20.823927,-95.171087,18 km al sur de Janicetown,Sonora,7,2,Aseguramiento de aeronave,1,3
28/12/2023,22:01:30,2,1,1,2,1,22.256468,-108.870125,13 km al sur de Rodriguezmouth,Veracruz,2,28/12/2023,07:16:59,22.17087,-108.812729,49 km al oeste de East Taraland,Veracruz,2,1,Aseguramiento de aeronave y detención de dos personas,2,1
03/03/2024,00:15:23,2,4,2,1,1,17.987326,-108.517104,69 km al este de Littlechester,Monterrico,9,03/03/2024,16:21:22,18.002799,-108.608419,70 km al este de Riverafort,Monterrico,9,2,Aseguramiento de aeronave y detención de dos personas,2,4
02/05/2024,15:10:09,2,2,1,1,1,26.049983,-103.352357,14 km al oeste de New Brandon,El Salvador,2,02/05/2024,12:27:09,26.14702,-103.283902,37 km al oeste de Michaelmouth,El Salvador,2,1,Aseguramiento de aeronave y detención de dos personas,1,2
18/05/2024,23:51:01,2,3,1,1,1,30.188125,-93.524988,50 km al oeste de Port Matthew,Hermosillo,6,18/05/2024,11:32:31,30.249761,-93.52842,68 km al norte de Hollowayshire,Hermosillo,6,1,No se tuvo contacto con la aeronave,1,4
30/12/2023,03:15:22,1,3,4,1,1,24.527866,-92.06028,62 km al este de Lake Lori,Durango,3,30/12/2023,01:58:36,24.4686,-92.007603,18 km al sur de Scottland,Durango,3,1,Aseguramiento de aeronave y carga,2,4
28/12/2023,13:18:59,3,3,4,1,2,23.411735,-111.71901,93 km al sur de North Jasonstad,Punta Espada,3,28/12/2023,04:16:12,23.475393,-111.675041,61 km al oeste de North Kimberlyside,Punta Espada,3,1,Aseguramiento de aeronave,2,3
11/09/2023,06:16:06,3,4,3,2,2,26.337583,-110.645451,23 km al este de Higginshaven,Querétaro,1,11/09/2023,14:08:54,26.2477,-110.712587,21 km al este de South Michaelview,Querétaro,1,1,Aseguramiento de aeronave y carga,2,2
12/02/2024,05:40:56,3,3,4,2,1,29.195365,-100.470112,48 km al norte de Martinezport,Sinaloa,2,12/02/2024,22:32:50,29.142468,-100.424353,61 km al norte de Singletonfurt,Sinaloa,2,1,Aseguramiento de aeronave,1,1
15/12/2023,10:20:13,2,1,1,1,2,28.01435,-94.688481,44 km al sur de Lake Johnburgh,Sonora,7,15/12/2023,15:30:15,28.052503,-94.769998,80 km al norte de Kelleyburgh,Sonora,7,2,Aseguramiento de aeronave,2,1
20/12/2023,09:42:26,2,3,4,2,1,27.267362,-88.161558,36 km al oeste de West Brandytown,Veracruz,5,20/12/2023,02:58:24,27.173211,-88.150634,59 km al este de Hillbury,Veracruz,5,2,No se tuvo contacto con la aeronave,2,2
03/03/2024,21:58:30,3,2,4,1,2,20.082788,-105.98926,16 km al oeste de West Lisa,Tepic,4,03/03/2024,07:25:15,20.151926,-106.075236,22 km al oeste de Port Erinberg,Tepic,4,2,No se tuvo contacto con la aeronave,1,1
05/06/2024,02:48:11,1,4,3,2,2,24.43432,-88.226821,90 km al este de Nelsontown,El Salvador,4,05/06/2024,02:19:43,24.398706,-88.127912,31 km al este de Jamesbury,El Salvador,4,1,Aseguramiento de aeronave y detención de dos personas,1,2
06/06/2024,13:12:39,1,4,4,2,1,28.365545,-108.034007,65 km al norte de South Mistytown,Tamaulipas,1,06/06/2024,13:26:13,28.425956,-107.972511,52 km al norte de North Brian,Tamaulipas,1,1,No se tuvo contacto con la aeronave,1,3
06/08/2023,02:28:15,1,4,1,1,2,24.366221,-97.954932,16 km al este de Deleontown,Baja California,6,06/08/2023,10:17:50,24.448453,-97.902912,81 km al sur de West Debra,Baja California,6,1,Identificación de aeronave sin contacto,2,4
08/07/2023,15:38:15,1,1,2,2,1,18.23418,-95.561193,95 km al este de South Nicholas,Punta Espada,3,08/07/2023,12:36:19,18.318765,-95.540918,34 km al norte de Adamsshire,Punta Espada,3,1,Aseguramiento de aeronave y detención de dos personas,1,2
08/03/2024,04:53:40,1,4,4,1,1,21.81851,-115.393314,62 km al norte de Longhaven,Villahermosa,8,08/03/2024,07:39:54,21.818625,-115.406702,26 km al este de New Erikaborough,Villahermosa,8,1,Identificación de aeronave sin contacto,1,4
16/10/2023,19:38:45,3,3,3,2,2,21.587685,-111.987754,47 km al norte de West Sarah,CDMX,6,16/10/2023,12:45:33,21.670732,-111.947671,66 km al oeste de Wardside,CDMX,6,1,Identificación de aeronave sin contacto,1,1
19/04/2024,16:46:04,1,1,2,2,1,25.132242,-87.768079,96 km al este de South Devin,Tamaulipas,9,19/04/2024,03:51:35,25.155827,-87.786797,52 km al norte de Amandastad,Tamaulipas,9,1,Aseguramiento de aeronave y carga,1,4
08/04/2024,13:15:51,3,2,2,2,1,18.826491,-112.552262,11 km al este de North Antonio,Sinaloa,5,08/04/2024,15:23:31,18.809131,-112.509345,63 km al norte de South David,Sinaloa,5,1,Aseguramiento de aeronave y detención de dos personas,2,2
15/02/2024,20:09:13,2,2,2,2,2,29.272207,-104.225743,34 km al oeste de Rowebury,Veracruz,3,15/02/2024,21:50:51,29.290321,-104.269558,92 km al sur de West Patrick,Veracruz,3,2,Identificación de aeronave sin contacto,2,1
02/06/2024,07:44:18,2,2,4,1,1,25.782439,-101.078266,80 km al sur de Geoffreyview,Tepic,10,02/06/2024,12:17:23,25.825869,-101.154785,84 km al oeste de Port Nicholasside,Tepic,10,1,Identificación de aeronave sin contacto,1,3
04/08/2023,06:47:51,1,4,2,1,2,23.91196,-115.705936,56 km al norte de Garciaville,CDMX,8,04/08/2023,21:50:08,23.887157,-115.759342,19 km al este de Smithshire,CDMX,8,1,Identificación de aeronave sin contacto,1,4
18/05/2024,21:09:38,2,3,2,1,1,26.494352,-112.308783,47 km al norte de North Juanfurt,Villahermosa,8,18/05/2024,03:22:16,26.425118,-112.270915,96 km al sur de Johnnytown,Villahermosa,8,2,Aseguramiento de aeronave y carga,1,4
16/01/2024,09:35:20,2,2,4,2,2,30.557503,-106.551374,84 km al norte de West Richard,Veracruz,8,16/01/2024,12:29:13,30.628178,-106.570278,25 km al este de South Kyle,Veracruz,8,1,Identificación de aeronave sin contacto,1,2
18/09/2023,07:34:43,2,4,3,1,1,24.910388,-92.919557,80 km al este de Vaughnberg,Aguascalientes,4,18/09/2023,02:04:56,24.981895,-92.928491,19 km al oeste de Michaelstad,Aguascalientes,4,2,Identificación de aeronave sin contacto,1,2
08/01/2024,08:27:45,2,2,2,2,1,17.289816,-109.018225,94 km al norte de East Amandaport,El Salvador,10,08/01/2024,04:37:03,17.25534,-108.921564,30 km al norte de South Maryville,El Salvador,10,2,Aseguramiento de aeronave,1,2
10/02/2024,03:48:04,2,2,3,1,1,30.475222,-99.074254,39 km al oeste de North Robertside,Monterrico,5,10/02/2024,03:03:13,30.549707,-99.115505,50 km al este de Mayston,Monterrico,5,2,Aseguramiento de aeronave y detención de dos personas,1,3
19/12/2023,00:28:39,3,2,4,1,1,20.216607,-100.207277,64 km al sur de Lake Maria,Veracruz,5,19/12/2023,16:13:18,20.263815,-100.125588,68 km al oeste de Lake Jack,Veracruz,5,2,Aseguramiento de aeronave y carga,1,2
28/12/2023,10:05:36,3,1,2,1,2,21.719484,-87.293005,47 km al norte de Ryanport,Sonora,9,28/12/2023,11:01:58,21.718454,-87.331165,75 km al este de West Kimberly,Sonora,9,2,No se tuvo contacto con la aeronave,1,3
